rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams
17,"spotify:track:6wf7Yu7cxBSPrRlWeSeK0Q","Billie Eilish","What Was I Made For? [From The Motion Picture ""Barbie""]","Darkroom/Interscope Records",4,15,78,"106334"
18,"spotify:track:78Du4CMFgnhdlG33gblkiP","Oliver Anthony Music","Rich Men North of Richmond","Oliver Anthony Music/ radiowv",3,18,48,"104976"
19,"spotify:track:0bILU0UiNDmA5Ff6whhb2R","Bailey Zimmerman","Religiously","Warner Music Nashville/Elektra",19,21,97,"101955"
20,"spotify:track:5W4kiM2cUYBJXKRudNyxjW","Morgan Wallen","You Proof","Big Loud Records / Mercury Records / Republic Records",12,23,503,"101894"
21,"spotify:track:1odExI7RdWc4BT515LTAwj","David Kushner","Daylight","Miserable Music Group, LLC",2,19,168,"100632"
22,"spotify:track:7x9aauaA9cu6tyfpHnqDLo","Jung Kook, Latto","Seven (feat. Latto) (Explicit Ver.)","BIGHIT MUSIC",2,20,77,"97510"
23,"spotify:track:2gyxAWHebV7xPYVxqoi86f","Olivia Rodrigo","get him back!","Olivia Rodrigo PS",6,24,21,"96686"
24,"spotify:track:3cBsEDNhFI9E82vPj3kvi3","Morgan Wallen","Wasted On You","Big Loud / Republic",4,32,652,"95932"
25,"spotify:track:67nepsnrcZkowTxMWigSbb","Travis Scott, Drake","MELTDOWN (feat. Drake)","Cactus Jack/Epic",1,22,63,"95585"
26,"spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2","SZA","Snooze","Top Dawg Entertainment/RCA Records",15,29,293,"94792"
27,"spotify:track:5PyDJG7SQRgWXefgexqIge","Doja Cat","Agora Hills","Kemosabe Records/RCA Records",21,25,7,"94693"
28,"spotify:track:1s7oOCT8vauUh01PbJD6ps","Rema, Selena Gomez","Calm Down (with Selena Gomez)","Mavin Records / Jonzing World",3,28,398,"94295"
29,"spotify:track:3vkCueOmm7xQDoJ17W1Pm3","Mitski","My Love Mine All Mine","Dead Oceans",25,27,11,"91903"
30,"spotify:track:1Qrg8KqiBpW07V7PNxwwwL","SZA","Kill Bill","Top Dawg Entertainment/RCA Records",1,30,294,"91235"
31,"spotify:track:3F5CgOj3wFlRv51JsHbxhe","Drake, 21 Savage","Jimmy Cooks (feat. 21 Savage)","OVO",1,34,468,"91116"
32,"spotify:track:741UUVE2kuITl0c6zuqqbO","Nicki Minaj, Ice Spice, Aqua","Barbie World (with Aqua) [From Barbie The Album]","Atlantic Records",2,31,98,"89317"
33,"spotify:track:0mflMxspEfB0VbI1kyLiAv","Noah Kahan","Stick Season","Mercury Records/Republic Records",26,26,179,"89299"
34,"spotify:track:0PAcdVzhPO4gq1Iym9ESnK","Morgan Wallen","Thinkin’ Bout Me","Big Loud Records / Mercury Records / Republic Records",9,40,210,"88409"
35,"spotify:track:68Dni7IE4VyPkTOH9mRWHr","J. Cole","No Role Modelz","Roc Nation Records LLC",20,36,1593,"88135"
36,"spotify:track:1i9lZvlaDdWDPyXEE95aiq","Travis Scott, SZA, Future","TELEKINESIS (feat. SZA & Future)","Cactus Jack/Epic",12,33,63,"86856"
37,"spotify:track:4pCbJC43j3gSqG6Fen6upD","Zach Bryan, The War and Treaty","Hey Driver (feat. The War and Treaty)","Warner Records",9,35,35,"86744"
38,"spotify:track:3azJifCSqg9fRij2yKIbWz","Tory Lanez","The Color Violet","One Umbrella Records",8,38,411,"82290"
39,"spotify:track:22VHOlVYBqytsrAqV8yXBK","Noah Kahan, Post Malone","Dial Drunk (with Post Malone)","Mercury Records/Republic Records",8,37,73,"81212"
40,"spotify:track:6WzRpISELf3YglGAh7TXcG","The Weeknd, Playboi Carti, Madonna","Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series","XO / Republic Records",2,41,119,"81089"
41,"spotify:track:0V3wPSX9ygBnCm8psDIegu","Taylor Swift","Anti-Hero","Taylor Swift",1,43,343,"79095"
42,"spotify:track:7DSAEUvxU8FajXtRloy8M0","Miley Cyrus","Flowers","Columbia",1,44,259,"78469"
43,"spotify:track:2QjOHCTQ1Jl3zawyYOpxh6","The Neighbourhood","Sweater Weather","Columbia",17,47,1092,"77031"
44,"spotify:track:3xKsf9qdS1CyvXSMEid6g8","Frank Ocean","Pink + White","Boys Don't Cry",39,46,346,"76724"
45,"spotify:track:6rjuKpPydT2SxN15TZpV7r","Lil Tecca","500lbs","Galactic Records/Lil Tecca",26,42,16,"75344"
46,"spotify:track:6foY66mWZN0pSRjZ408c00","Morgan Wallen","Whiskey Glasses","Big Loud Records",34,49,1230,"75146"
47,"spotify:track:4Dvkj6JhhA12EX05fT7y2e","Harry Styles","As It Was","Columbia",1,45,547,"74951"
48,"spotify:track:2dHHgzDwk4BJdRwy9uXhTO","Metro Boomin, The Weeknd, 21 Savage","Creepin' (with The Weeknd & 21 Savage)","Republic Records",1,50,301,"74340"
49,"spotify:track:2Dct3GykKZ58hpWRFfe2Qd","Zach Bryan","Heading South","Warner Records",40,51,158,"73641"
50,"spotify:track:48UKTR66uUOT9LaUvooTNx","Luke Combs","The Kind of Love We Make","River House Artists/Columbia Nashville",10,54,468,"72174"
51,"spotify:track:1TE8AAk9koG0UJco6ZAUfx","Bailey Zimmerman","Rock and A Hard Place","Warner Music Nashville/Elektra",21,52,475,"71313"
52,"spotify:track:4Zj2uX6ApCFK9XzjwIhCIr","Zach Bryan, Bon Iver","Boys Of Faith (feat. Bon Iver)","Warner Records",13,39,7,"70512"
53,"spotify:track:7KA4W4McWYRpgf0fWsJZWB","Tyler, The Creator, Kali Uchis","See You Again (feat. Kali Uchis)","Columbia",11,48,249,"70427"
54,"spotify:track:7fveJ3pk1eSfxBdVkzdXZ0","Morgan Wallen, ERNEST","Cowgirls (feat. ERNEST)","Big Loud Records / Mercury Records / Republic Records",32,69,210,"69732"
55,"spotify:track:34sOdxWu9FljH84UXdRwu1","Olivia Rodrigo","all-american bitch","Olivia Rodrigo PS",4,53,21,"68899"
56,"spotify:track:2LBqCSwhJGcFQeTHMVGwy3","The Weeknd","Die For You","Universal Republic Records",7,56,855,"68775"
57,"spotify:track:42VsgItocQwOQC3XWZ8JNA","Travis Scott, Playboi Carti","FE!N (feat. Playboi Carti)","Cactus Jack/Epic",2,58,63,"68720"
58,"spotify:track:4EWCNWgDS8707fNSZ1oaA5","Kanye West","Heartless","Roc-A-Fella",40,62,573,"68527"
59,"spotify:track:0ug5NqcwcFR2xrfTkc7k8e","Taylor Swift","Style","Big Machine Records, LLC",16,61,197,"68225"
60,"spotify:track:3EvZ03hGAFwGZ2Ebcu86YH","Zach Bryan","Tourniquet","Warner Records",19,59,35,"67934"
61,"spotify:track:2Hh3ETdQKrmSI3QS0hme7g","Metro Boomin, Future, Don Toliver","Too Many Nights (feat. Don Toliver & with Future)","Republic Records",7,68,300,"67567"
62,"spotify:track:63ui2w3QJBp8xx0c1MJB2Z","Bad Bunny","UN PREVIEW","Rimas Entertainment LLC",30,55,3,"67437"
63,"spotify:track:4uUG5RXrOk84mYEfFvj3cK","David Guetta, Bebe Rexha","I'm Good (Blue)","Parlophone UK",1,64,399,"67370"
64,"spotify:track:41WQUSINanQHfhfKpFDsms","Miley Cyrus","Used To Be Young","Columbia",7,60,35,"66765"
65,"spotify:track:5XeFesFbtLpXzIVDNQP22n","Arctic Monkeys","I Wanna Be Yours","Domino Recording Co",55,63,374,"65767"
66,"spotify:track:0ofHAoxe9vBkTCp2UQIavz","Fleetwood Mac","Dreams - 2004 Remaster","Rhino/Warner Records",4,67,1071,"65249"
67,"spotify:track:1u8c2t2Cy7UBoG4ArRcF5g","Taylor Swift","Blank Space","Big Machine Records, LLC",20,73,205,"65137"
68,"spotify:track:4fYte8ZvTK14NEhAOZocBi","OneRepublic","I Ain't Worried","Interscope Records",2,70,479,"64698"
69,"spotify:track:0HEytGQM3bG1vKxER7IgVK","Zach Bryan, The Lumineers","Spotless (feat. The Lumineers)","Warner Records",9,57,35,"64399"
70,"spotify:track:3hUxzQpSfdDqwM3ZTFQY0K","Taylor Swift","august","Taylor Swift",8,65,211,"64251"
71,"spotify:track:2HbKqm4o0w5wEeEFXm2sD4","Kendrick Lamar, Jay Rock","Money Trees","Aftermath",32,77,649,"64103"
72,"spotify:track:5w40ZYhbBMAlHYNDaVJIUu","Post Malone","Chemical","Mercury Records/Republic Records",7,72,168,"63728"
73,"spotify:track:42TtHTxWk782ZBiqyOi2d1","Zach Bryan, Maggie Rogers","Dawns (feat. Maggie Rogers)","Warner Records",40,71,122,"63722"
74,"spotify:track:3hRV0jL3vUpRrcy398teAU","Lord Huron","The Night We Met","IAMSOUND",52,66,842,"63524"
75,"spotify:track:5fEB6ZmVkg63GZg9qO86jh","PARTYNEXTDOOR","Break from Toronto","OVO Sound",70,82,306,"63363"
76,"spotify:track:0RiRZpuVRbi7oqRdSMwhQY","Post Malone, Swae Lee","Sunflower - Spider-Man: Into the Spider-Verse","Republic Records",1,80,1780,"63335"
77,"spotify:track:7KokYm8cMIXCsGVmUvKtqf","Taylor Swift","Karma","Taylor Swift",7,81,280,"63227"
78,"spotify:track:73m3OYU7lG7irNbFjNipwF","Charlotte Cardin","Confetti","Cult Nation",24,79,171,"62723"
79,"spotify:track:3USxtqRwSYz57Ewm6wWRMp","Glass Animals","Heat Waves","Polydor Records",1,75,1010,"62439"
80,"spotify:track:0JXXNGljqupsJaZsgSbMZV","Miguel","Sure Thing","Jive",10,78,290,"60625"
81,"spotify:track:3Nl5OkkmS5DaBZvuYofpAt","Olivia Rodrigo","the grudge","Olivia Rodrigo PS",10,76,21,"60492"
82,"spotify:track:59NraMJsLaMCVtwXTSia8i","cassö, RAYE, D-Block Europe","Prada","Ministry of Sound Recordings",74,74,25,"60408"
83,"spotify:track:5MwynWK9s4hlyKHqhkNn4A","Morgan Wallen","Chasin' You","Big Loud Records",78,104,399,"60369"
84,"spotify:track:7qEHsqek33rTcFNT9PFqLf","Lewis Capaldi","Someone You Loved","Vertigo Berlin",2,88,1700,"60039"
85,"spotify:track:4R2kfaDFhslZEMJqAFNpdd","Taylor Swift","cardigan","Taylor Swift",1,83,350,"59973"
86,"spotify:track:7MXVkk9YMctZqd1Srtv4MB","The Weeknd, Daft Punk","Starboy","Universal Republic Records",1,95,1010,"59160"
87,"spotify:track:7yq4Qj7cqayVTp3FF9CWbm","Vance Joy","Riptide","Atlantic Records",41,91,1209,"59126"
88,"spotify:track:2UikqkwBv7aIvlixeVXHWt","Chris Stapleton","You Should Probably Leave","Mercury Nashville",50,115,169,"59093"
89,"spotify:track:6pcywuOeGGWeOQzdUyti6k","21 Savage, Metro Boomin","Glock In My Lap","Slaughter Gang, LLC/Epic/Boominati Worldwide/Republic",6,94,335,"58949"
90,"spotify:track:1zi7xx7UVEFkmKfv06H8x0","Drake, Wizkid, Kyla","One Dance","Cash Money Records/Young Money Ent./Universal Rec.",5,102,1120,"58918"
91,"spotify:track:5sdQOyqq2IDhvmx2lHOpwd","NewJeans","Super Shy","ADOR",8,86,84,"58737"
92,"spotify:track:1bDbXMyjaUIooNwFE9wn0N","Drake, 21 Savage","Rich Flex","OVO / Republic Records",1,90,329,"58482"
93,"spotify:track:7aRCf5cLOFN1U7kvtChY1G","Drake","Search & Rescue","OVO/Republic Records",1,89,175,"58208"
94,"spotify:track:3fqwjXwUGN6vbzIwvyFMhx","Chris Stapleton","Tennessee Whiskey","Mercury Nashville",33,106,797,"58154"
95,"spotify:track:5aIVCx5tnk0ntmdiinnYvw","Tyla","Water","FAX Records/Epic",95,96,10,"58148"
96,"spotify:track:7MSWxMumjz6lHj7oRApNbg","Chris Stapleton","White Horse","Mercury Nashville",53,99,69,"58063"
97,"spotify:track:0JmnkIqdlnUzPaf8sqBRs3","Kali Uchis","Moonlight","Geffen Records",39,92,200,"57914"
98,"spotify:track:7jtQIBanIiJOMS6RyCx6jZ","Tom Odell","Another Love","ITNO/Columbia",27,93,601,"57801"
99,"spotify:track:5wG3HvLhF6Y5KTGlK0IW3J","Metro Boomin, Travis Scott, Young Thug","Trance (with Travis Scott & Young Thug)","Republic Records",13,97,261,"57505"
100,"spotify:track:6iF4RgIjDvDqyW13PezSj3","Selena Gomez","Single Soon","Interscope Records",13,84,33,"57448"
101,"spotify:track:5TRPicyLGbAF2LGBFbHGvO","Kanye West, Dwele","Flashing Lights","Roc-A-Fella",98,100,203,"57346"
102,"spotify:track:22skzmqfdWrjJylampe0kt","Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton","Can't Hold Us (feat. Ray Dalton)","Macklemore",57,98,612,"56940"
103,"spotify:track:1mMLMZYXkMueg65jRRWG1l","Luke Combs","When It Rains It Pours","River House Artists/Columbia Nashville",32,101,740,"56313"
104,"spotify:track:2YVlDlk2zRceefo6XlC6DX","Morgan Wallen","Ain’t That Some","Big Loud Records / Mercury Records / Republic Records",6,108,210,"56208"
105,"spotify:track:3hxIUxnT27p5WcmjGUXNwx","Hotel Ugly","Shut up My Moms Calling","Hotel Ugly, under exclusive license to Amuseio AB",47,85,300,"56166"
106,"spotify:track:6T7FXSuXykeGktMLGp8WgE","Lil Durk, J. Cole","All My Life (feat. J. Cole)","Alamo",2,112,140,"55946"
107,"spotify:track:6dgUya35uo964z7GZXM07g","Sabrina Carpenter","Nonsense","Island Records",9,122,261,"55237"
108,"spotify:track:40iJIUlhi6renaREYGeIDS","Drake, Travis Scott","Fair Trade (with Travis Scott)","OVO",1,111,576,"55145"
109,"spotify:track:1SjsVdSXpwm1kTdYEHoPIT","Zach Bryan","Sun to Me","Warner Records",82,105,74,"54905"
110,"spotify:track:2LawezPeJhN4AWuSB0GtAU","Creedence Clearwater Revival","Have You Ever Seen The Rain","Craft Recordings",37,114,369,"54903"
111,"spotify:track:0vjeOZ3Ft5jvAi9SBFJm1j","Metro Boomin, Future, Chris Brown","Superhero (Heroes & Villains) [with Future & Chris Brown]","Republic Records",2,113,301,"54729"
112,"spotify:track:5BbdKBZO0TH0GhfxUfyhL9","Lil Baby","Freestyle","Quality Control Music (Caroline)",64,134,297,"54531"
113,"spotify:track:1R0a2iXumgCiFb7HEZ7gUE","Taylor Swift","Don’t Blame Me","Big Machine Records, LLC",34,125,414,"54204"
114,"spotify:track:3Qu3Zh4WTKhP9GEXo0aDnb","Morgan Wallen","Thought You Should Know","Big Loud Records / Mercury Records / Republic Records",18,133,286,"54114"
115,"spotify:track:3BKD1PwArikchz2Zrlp1qi","David Guetta, Anne-Marie, Coi Leray","Baby Don't Hurt Me","Parlophone UK",28,132,175,"53959"
116,"spotify:track:5mCPDVBb16L4XQwDdbRUpz","Drake","Passionfruit","Cash Money Records/Young Money Ent./Universal Rec.",1,124,696,"53926"
117,"spotify:track:1mea3bSkSGXuIRvnydlB5b","Coldplay","Viva La Vida","Parlophone UK",66,121,364,"53891"
118,"spotify:track:3dYD57lRAUcMHufyqn9GcI","Hozier","Take Me to Church","Columbia",65,110,521,"53545"
119,"spotify:track:69AIpwGNLxr4qS1X5ynx60","Jordan Davis, Luke Bryan","Buy Dirt","MCA Nashville",51,107,748,"53505"
120,"spotify:track:5g7sDjBhZ4I3gcFIpkrLuI","Bruno Mars","Locked out of Heaven","Atlantic Records",106,118,29,"53319"
121,"spotify:track:3AJwUDP919kvQ9QcozQPxg","Coldplay","Yellow","Parlophone UK",80,126,419,"53289"
122,"spotify:track:4BP3uh0hFLFRb5cjsgLqDh","Creedence Clearwater Revival","Fortunate Son","Craft Recordings",65,128,407,"52725"
123,"spotify:track:4KW1lqgSr8TKrvBII0Brf8","Kanye West","Father Stretch My Hands Pt. 1","Rock The World/IDJ/Kanye LP7",119,129,32,"52654"
124,"spotify:track:2Rn2ocU7jk8BqFoh6zwf1Y","Troye Sivan","Got Me Started","EMI Recorded Music Australia Pty Ltd",124,-1,1,"52513"
125,"spotify:track:6QT6j7rKt7Vk3IuV2AUO9W","Olivia Rodrigo","lacy","Olivia Rodrigo PS",10,109,21,"52056"
126,"spotify:track:59nOXPmaKlBfGMDeOVGrIK","Future, Drake, Tems","WAIT FOR U (feat. Drake & Tems)","Epic/Freebandz",3,117,516,"51732"
127,"spotify:track:72kGuWpRiuA149Bn5lDkIO","Bryan Martin","We Ride","Average Joes Entertainment",120,142,27,"51608"
128,"spotify:track:4nHJcUtNSUVjXRnjdP29Bk","Noah Kahan","You’re Gonna Go Far","Mercury Records/Republic Records",64,103,12,"51353"
129,"spotify:track:3EaJDYHA0KnX88JvDhL9oa","Steve Lacy","Dark Red","Three Quarter",39,131,641,"51306"
130,"spotify:track:6me7F0aaZjwDo6RJ5MrfBD","Richy Mitch & The Coal Miners","Evergreen","Richy Mitch & The Coal Miners",116,116,19,"51178"
131,"spotify:track:2J6OF7CkpdQGSfm1wdclqn","Brent Faiyaz","Clouded","Lost Kids",84,87,33,"51174"
132,"spotify:track:43iIQbw5hx986dUEZbr3eN","Laufey","From The Start","Laufey",53,123,77,"51152"
133,"spotify:track:7lQ8MOhq6IN2w8EYcFNSUk","Eminem","Without Me","Aftermath",24,149,695,"50550"
134,"spotify:track:4CIyxiObT9G35HrSItAblR","Lil Tecca, Kodak Black","HVN ON EARTH (with Kodak Black)","Galactic Records/Lil Tecca",48,120,8,"50520"
135,"spotify:track:3QFInJAm9eyaho5vBzxInN","Baby Keem, Kendrick Lamar","family ties (with Kendrick Lamar)","Columbia",5,138,708,"50486"
136,"spotify:track:1xK59OXxi2TAAAbmZK0kBL","d4vd","Romantic Homicide","Darkroom/Interscope Records",10,119,362,"50110"
137,"spotify:track:0VjIjW4GlUZAMYd2vXMi3b","The Weeknd","Blinding Lights","Republic Records",1,146,1395,"50057"
138,"spotify:track:4kjI1gwQZRKNDkw1nI475M","Travis Scott","MY EYES","Cactus Jack/Epic",5,135,63,"49813"
139,"spotify:track:6AQbmUe0Qwf5PZnt4HmTXv","PinkPantheress, Ice Spice","Boy's a Liar Pt. 2","Warner Records",1,137,237,"49801"
140,"spotify:track:5VxmI3IdgAxWVvUnJoLuY2","Charli XCX","Speed Drive (From Barbie The Album)","Atlantic Records",28,127,69,"49654"
141,"spotify:track:0OWhKvvsHptt6vnnNUSM9a","Zach Bryan","Oklahoma Smokeshow","Warner Records",114,153,49,"49535"
142,"spotify:track:1dGr1c8CrMLDpV6mPbImSI","Taylor Swift","Lover","Taylor Swift",1,145,293,"49327"
143,"spotify:track:1rXq0uoV4KTgRN64jXzIxo","Morgan Wallen","One Thing At A Time","Big Loud Records / Mercury Records / Republic Records",8,148,293,"49201"
144,"spotify:track:003vvx7Niy0yvhvHt4a68B","The Killers","Mr. Brightside","Island Records",33,158,1182,"49081"
145,"spotify:track:7qTaDOcld0VmBWXnkbUj45","Lil Durk, Morgan Wallen","Broadway Girls (feat. Morgan Wallen)","Alamo",13,163,203,"49066"
146,"spotify:track:0yc6Gst2xkRu0eMLeRMGCX","Cigarettes After Sex","Apocalypse","Partisan Records",58,144,331,"48858"
147,"spotify:track:2rxQMGVafnNaRaXlRMWPde","Luke Combs","Beautiful Crazy","River House Artists/Columbia Nashville",60,141,1128,"48787"
148,"spotify:track:5NORWMFC27ywGSZxi8uquP","The Lumineers","Ophelia","Dualtone Music Group",107,181,671,"48738"
149,"spotify:track:1Y3LN4zO1Edc2EluIoSPJN","Stephen Sanchez, Em Beihold","Until I Found You (with Em Beihold) - Em Beihold Version","Republic Records",9,136,296,"48566"
150,"spotify:track:7sO5G9EABYOXQKNPNiE9NR","Offset, Metro Boomin","Ric Flair Drip (with Metro Boomin)","Slaughter Gang, LLC/Epic/Quality Control Music/Motown/Capitol/Boominati Worldwide/Republic",5,164,1088,"48539"
151,"spotify:track:0rCFRyEy4WXjRXNpO80Dzs","Bailey Zimmerman","Fall In Love","Warner Music Nashville/Elektra",62,161,309,"48508"
152,"spotify:track:5OELUCYgOHKFAvCERnAvfS","Morgan Wallen","More Than My Hometown","Big Loud / Republic",29,182,268,"48302"
153,"spotify:track:3FjK86616FbluOfTxNK2gY","Sleepy Hallow, Doechii","A N X I E T Y (feat. Doechii)","Winners Circle/RCA Records",36,174,14,"48075"
154,"spotify:track:5CscrLqFBgPfZR8fGtikov","Olivia Rodrigo","making the bed","Olivia Rodrigo PS",9,139,21,"48029"
155,"spotify:track:2ixkIrn45mNfdLDLHuyfRt","Chayce Beckham","23","BMG Rights Management (US) LLC",131,184,69,"47110"
156,"spotify:track:4bHsxqR3GMrXTxEPLuK5ue","Journey","Don't Stop Believin'","Columbia",40,155,2027,"47067"
157,"spotify:track:35PKfoynRpVFoAUE3D5Kc6","Hozier","Work Song","Columbia",122,152,21,"47051"
158,"spotify:track:5VEnzMXc8ocZko4M4TqnR2","blink-182","ONE MORE TIME","Columbia",34,140,8,"47007"
159,"spotify:track:1v7L65Lzy0j0vdpRjJewt1","Eminem","Lose Yourself","Aftermath",8,170,1108,"47007"
160,"spotify:track:21jGcNKet2qwijlDFuPiPb","Post Malone","Circles","Republic Records",1,169,1408,"46936"
161,"spotify:track:7rbECVPkY5UODxoOUVKZnA","Kanye West","I Wonder","Roc-A-Fella",66,191,88,"46802"
162,"spotify:track:6dBUzqjtbnIa1TwYbyw5CM","TV Girl","Lovers Rock","TV Girl",104,173,101,"46786"
163,"spotify:track:26QLJMK8G0M06sk7h7Fkse","Olivia Rodrigo","love is embarrassing","Olivia Rodrigo PS",15,147,21,"46622"
164,"spotify:track:577YBGuskWkVDCxZrLRB4v","Lil Baby","Pure Cocaine","Quality Control Music/Motown Records/Capitol Records",33,-1,415,"46447"
165,"spotify:track:40vKwNlXXKUmQMGceAoEpy","Sam Barber","Straight and Narrow","Lockeland Springs/Atlantic",53,159,55,"46369"
166,"spotify:track:5JYPXqMwYc0zTODQdjMEZN","Ice Spice","Deli","10K Projects/Capitol Records",45,172,70,"46235"
167,"spotify:track:6JIC3hbC28JZKZ8AlAqX8h","Elton John, Dua Lipa, PNAU","Cold Heart - PNAU Remix","EMI",1,183,774,"46229"
168,"spotify:track:3E7dfMvvCLUddWissuqMwr","Miley Cyrus","Party In The U.S.A.","Hollywood Records",47,195,377,"46217"
169,"spotify:track:4tqcoej1zPvwePZCzuAjJd","J. Cole","Wet Dreamz","Roc Nation Records LLC",139,166,179,"46195"
170,"spotify:track:4RvWPyQ5RL0ao9LPZeSouE","Tears For Fears","Everybody Wants To Rule The World","UMC (Universal Music Catalogue)",70,156,368,"46169"
171,"spotify:track:58ge6dfP91o9oXMzq3XkIS","Arctic Monkeys","505","Domino/Warner Records",52,171,493,"46069"
172,"spotify:track:78QR3Wp35dqAhFEc2qAGjE","Lil Baby, Gunna","Drip Too Hard (Lil Baby & Gunna)","Quality Control Music/Young Stoner Life Records, a 300 Entertainment Label/Motown Records/Capitol Records",4,-1,1177,"46017"
173,"spotify:track:567e29TDzLwZwfDuEpGTwo","The Kid LAROI, Justin Bieber","STAY (with Justin Bieber)","Columbia",1,-1,807,"45950"
174,"spotify:track:2tpWsVSb9UEmDRxAl1zhX1","OneRepublic","Counting Stars","Mosley / Interscope",119,-1,387,"45821"
175,"spotify:track:103u49mLoJUge83B1CnLxI","HARDY","TRUCK BED","Big Loud Records / Big Loud Rock",109,178,55,"45787"
176,"spotify:track:7tqhbajSfrz2F7E1Z75ASX","Marvin Gaye, Tammi Terrell","Ain't No Mountain High Enough","UNI/MOTOWN",46,150,134,"45780"
177,"spotify:track:4YQImHflXSiIMXntcwPkx8","Cardi B, Megan Thee Stallion","Bongos (feat. Megan Thee Stallion)","Atlantic Records",37,185,21,"45758"
178,"spotify:track:0uxSUdBrJy9Un0EYoBowng","Lil Uzi Vert","20 Min","Generation Now/Atlantic",111,194,189,"45662"
179,"spotify:track:3FU6urUVsgXa6RBuV2PdRk","Diplo, Morgan Wallen","Heartless (feat. Morgan Wallen)","Columbia",51,-1,491,"45640"
180,"spotify:track:5gDWsRxpJ2lZAffh5p7K0w","The Weeknd, Lana Del Rey","Stargirl Interlude","Universal Republic Records",84,151,271,"45477"
181,"spotify:track:086myS9r57YsLbJpU0TgK9","Arctic Monkeys","Why'd You Only Call Me When You're High?","Domino Recording Co",126,180,140,"45443"
182,"spotify:track:7D0RhFcb3CrfPuTJ0obrod","Coldplay","Sparks","Parlophone UK",139,167,37,"45336"
183,"spotify:track:5odlY52u43F5BjByhxg7wg","JVKE","golden hour","JVKE",10,160,396,"45238"
184,"spotify:track:00syWkRGIVQvYsg2OwfBUw","Zach Bryan","East Side of Sorrow","Warner Records",10,177,35,"45192"
185,"spotify:track:5sp71CUt0jXRNqHblPGp7b","Olivia Rodrigo","ballad of a homeschooled girl","Olivia Rodrigo PS",11,154,21,"45157"
186,"spotify:track:3yfqSUWxFvZELEM4PmlwIR","Eminem","The Real Slim Shady","Interscope",22,197,828,"45098"
187,"spotify:track:70LcF31zb1H0PyJoS1Sx1r","Radiohead","Creep","XL Recordings",183,192,15,"45075"
188,"spotify:track:37F0uwRSrdzkBiuj0D5UHI","The Weeknd","Reminder","Universal Republic Records",38,193,516,"45073"
189,"spotify:track:6Qyc6fS4DsZjB2mRW9DsQs","The Goo Goo Dolls","Iris","Warner Records",41,162,447,"45016"
190,"spotify:track:2BcMwX1MPV6ZHP4tUT9uq6","Drake, 21 Savage, Project Pat","Knife Talk (with 21 Savage ft. Project Pat)","OVO",3,187,638,"44986"
191,"spotify:track:0caJ2wkqp4UmXBwdR2JvB5","Noah Kahan","Dial Drunk","Mercury Records/Republic Records",9,143,51,"44887"
